schema_version,case_id,category,channel,task_type,before_text,after_text,entity_rules,tags,notes,meta
v1,A-BANK_ACCOUNT-PRINT-PUBLIC,사외,PRINT,전단/포스터,계좌번호: 123-456-789012,계좌번호: *************,"[{""entity_type"": ""BANK_ACCOUNT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""전단/포스터"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""BankAccountRecognizer"", ""entity_type"": ""BANK_ACCOUNT""}"
v1,A-BANK_ACCOUNT-PRINT-CUSTOMER,사외,PRINT,고객 발송 안내문,계좌번호: 123-456-789012,계좌번호: *************,"[{""entity_type"": ""BANK_ACCOUNT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""고객 발송 안내문"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""BankAccountRecognizer"", ""entity_type"": ""BANK_ACCOUNT""}"
v1,A-BANK_ACCOUNT-PRINT-EMPLOYEE,사내,PRINT,사내 게시판 공지,계좌번호: 123-456-789012,계좌번호: **********12,"[{""entity_type"": ""BANK_ACCOUNT"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 2}}]","[""사내"", ""PRINT"", ""사내 게시판 공지"", ""EMPLOYEE""]",사내 최소 공개(끝 2자리),"{""audience"": ""EMPLOYEE"", ""recognizer"": ""BankAccountRecognizer"", ""entity_type"": ""BANK_ACCOUNT""}"
v1,A-BANK_ACCOUNT-PRINT-PARTNER,사외,PRINT,협력사 배포 자료,계좌번호: 123-456-789012,계좌번호: *************,"[{""entity_type"": ""BANK_ACCOUNT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""협력사 배포 자료"", ""PARTNER""]",사외 공개 금지,"{""audience"": ""PARTNER"", ""recognizer"": ""BankAccountRecognizer"", ""entity_type"": ""BANK_ACCOUNT""}"
v1,A-CARD_NUMBER-WEB-PUBLIC,사외,WEB,홈페이지 공지,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""WEB"", ""홈페이지 공지"", ""PUBLIC""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""PUBLIC"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-WEB-CUSTOMER,사외,WEB,고객 포털 공지,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""WEB"", ""고객 포털 공지"", ""CUSTOMER""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""CUSTOMER"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-WEB-EMPLOYEE,사내,WEB,인트라넷 공지,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사내"", ""WEB"", ""인트라넷 공지"", ""EMPLOYEE""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-WEB-PARTNER,사외,WEB,파트너 포털 공지,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""WEB"", ""파트너 포털 공지"", ""PARTNER""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""PARTNER"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-EMAIL-PUBLIC,사외,EMAIL,뉴스레터,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""EMAIL"", ""뉴스레터"", ""PUBLIC""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""PUBLIC"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-EMAIL-CUSTOMER,사외,EMAIL,고객 안내 메일,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""EMAIL"", ""고객 안내 메일"", ""CUSTOMER""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""CUSTOMER"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-EMAIL-EMPLOYEE,사내,EMAIL,사내 전체메일,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사내"", ""EMAIL"", ""사내 전체메일"", ""EMPLOYEE""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-EMAIL-PARTNER,사외,EMAIL,협력사 공지 메일,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""EMAIL"", ""협력사 공지 메일"", ""PARTNER""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""PARTNER"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-PRESS-PUBLIC,사외,PRESS,보도자료,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""PRESS"", ""보도자료"", ""PUBLIC""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""PUBLIC"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-SNS-PUBLIC,사외,SNS,SNS 게시물,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""SNS"", ""SNS 게시물"", ""PUBLIC""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""PUBLIC"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-SNS-CUSTOMER,사외,SNS,SNS 고객 안내,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""SNS"", ""SNS 고객 안내"", ""CUSTOMER""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""CUSTOMER"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-PRINT-PUBLIC,사외,PRINT,전단/포스터,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""PRINT"", ""전단/포스터"", ""PUBLIC""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""PUBLIC"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-PRINT-CUSTOMER,사외,PRINT,고객 발송 안내문,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""PRINT"", ""고객 발송 안내문"", ""CUSTOMER""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""CUSTOMER"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-PRINT-EMPLOYEE,사내,PRINT,사내 게시판 공지,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사내"", ""PRINT"", ""사내 게시판 공지"", ""EMPLOYEE""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-CARD_NUMBER-PRINT-PARTNER,사외,PRINT,협력사 배포 자료,카드번호: 4111-1111-1111-1234,카드번호: ****-****-****-1234,"[{""entity_type"": ""CARD_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""PRINT"", ""협력사 배포 자료"", ""PARTNER""]",채널/오디언스 무관 부분 공개만 허용,"{""audience"": ""PARTNER"", ""recognizer"": ""CardNumberRecognizer"", ""entity_type"": ""CARD_NUMBER""}"
v1,A-DRIVER_LICENSE-WEB-PUBLIC,사외,WEB,홈페이지 공지,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""WEB"", ""홈페이지 공지"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-WEB-CUSTOMER,사외,WEB,고객 포털 공지,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""WEB"", ""고객 포털 공지"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-WEB-EMPLOYEE,사내,WEB,인트라넷 공지,운전면허번호: 12-34-567890-12,운전면허번호: **********9012,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4}}]","[""사내"", ""WEB"", ""인트라넷 공지"", ""EMPLOYEE""]",사내 최소 공개,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-WEB-PARTNER,사외,WEB,파트너 포털 공지,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""WEB"", ""파트너 포털 공지"", ""PARTNER""]",사외 공개 금지,"{""audience"": ""PARTNER"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-EMAIL-PUBLIC,사외,EMAIL,뉴스레터,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""EMAIL"", ""뉴스레터"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-EMAIL-CUSTOMER,사외,EMAIL,고객 안내 메일,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""EMAIL"", ""고객 안내 메일"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-EMAIL-EMPLOYEE,사내,EMAIL,사내 전체메일,운전면허번호: 12-34-567890-12,운전면허번호: **********9012,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4}}]","[""사내"", ""EMAIL"", ""사내 전체메일"", ""EMPLOYEE""]",사내 최소 공개,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-EMAIL-PARTNER,사외,EMAIL,협력사 공지 메일,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""EMAIL"", ""협력사 공지 메일"", ""PARTNER""]",사외 공개 금지,"{""audience"": ""PARTNER"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-PRESS-PUBLIC,사외,PRESS,보도자료,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRESS"", ""보도자료"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-SNS-PUBLIC,사외,SNS,SNS 게시물,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""SNS"", ""SNS 게시물"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-SNS-CUSTOMER,사외,SNS,SNS 고객 안내,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""SNS"", ""SNS 고객 안내"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-PRINT-PUBLIC,사외,PRINT,전단/포스터,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""전단/포스터"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-PRINT-CUSTOMER,사외,PRINT,고객 발송 안내문,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""고객 발송 안내문"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-PRINT-EMPLOYEE,사내,PRINT,사내 게시판 공지,운전면허번호: 12-34-567890-12,운전면허번호: **********9012,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4}}]","[""사내"", ""PRINT"", ""사내 게시판 공지"", ""EMPLOYEE""]",사내 최소 공개,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-DRIVER_LICENSE-PRINT-PARTNER,사외,PRINT,협력사 배포 자료,운전면허번호: 12-34-567890-12,운전면허번호: **************,"[{""entity_type"": ""DRIVER_LICENSE"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""협력사 배포 자료"", ""PARTNER""]",사외 공개 금지,"{""audience"": ""PARTNER"", ""recognizer"": ""DriverLicenseRecognizer"", ""entity_type"": ""DRIVER_LICENSE""}"
v1,A-PASSPORT-WEB-PUBLIC,사외,WEB,홈페이지 공지,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""WEB"", ""홈페이지 공지"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-WEB-CUSTOMER,사외,WEB,고객 포털 공지,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""WEB"", ""고객 포털 공지"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-WEB-EMPLOYEE,사내,WEB,인트라넷 공지,여권번호: M12345678,여권번호: ******678,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 3}}]","[""사내"", ""WEB"", ""인트라넷 공지"", ""EMPLOYEE""]",사내 최소 공개,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-WEB-PARTNER,사외,WEB,파트너 포털 공지,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""WEB"", ""파트너 포털 공지"", ""PARTNER""]",사외 공개 금지,"{""audience"": ""PARTNER"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-EMAIL-PUBLIC,사외,EMAIL,뉴스레터,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""EMAIL"", ""뉴스레터"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-EMAIL-CUSTOMER,사외,EMAIL,고객 안내 메일,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""EMAIL"", ""고객 안내 메일"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-EMAIL-EMPLOYEE,사내,EMAIL,사내 전체메일,여권번호: M12345678,여권번호: ******678,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 3}}]","[""사내"", ""EMAIL"", ""사내 전체메일"", ""EMPLOYEE""]",사내 최소 공개,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-EMAIL-PARTNER,사외,EMAIL,협력사 공지 메일,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""EMAIL"", ""협력사 공지 메일"", ""PARTNER""]",사외 공개 금지,"{""audience"": ""PARTNER"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-PRESS-PUBLIC,사외,PRESS,보도자료,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRESS"", ""보도자료"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-SNS-PUBLIC,사외,SNS,SNS 게시물,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""SNS"", ""SNS 게시물"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-SNS-CUSTOMER,사외,SNS,SNS 고객 안내,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""SNS"", ""SNS 고객 안내"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-PRINT-PUBLIC,사외,PRINT,전단/포스터,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""전단/포스터"", ""PUBLIC""]",사외 공개 금지,"{""audience"": ""PUBLIC"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-PRINT-CUSTOMER,사외,PRINT,고객 발송 안내문,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""고객 발송 안내문"", ""CUSTOMER""]",사외 공개 금지,"{""audience"": ""CUSTOMER"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-PRINT-EMPLOYEE,사내,PRINT,사내 게시판 공지,여권번호: M12345678,여권번호: ******678,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 3}}]","[""사내"", ""PRINT"", ""사내 게시판 공지"", ""EMPLOYEE""]",사내 최소 공개,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PASSPORT-PRINT-PARTNER,사외,PRINT,협력사 배포 자료,여권번호: M12345678,여권번호: *********,"[{""entity_type"": ""PASSPORT"", ""action"": ""mask_full"", ""params"": {}}]","[""사외"", ""PRINT"", ""협력사 배포 자료"", ""PARTNER""]",사외 공개 금지,"{""audience"": ""PARTNER"", ""recognizer"": ""PassportRecognizer"", ""entity_type"": ""PASSPORT""}"
v1,A-PHONE_NUMBER-WEB-PUBLIC,사외,WEB,홈페이지 공지,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""WEB"", ""홈페이지 공지"", ""PUBLIC""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""PUBLIC"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
v1,A-PHONE_NUMBER-WEB-CUSTOMER,사외,WEB,고객 포털 공지,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""WEB"", ""고객 포털 공지"", ""CUSTOMER""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""CUSTOMER"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
v1,A-PHONE_NUMBER-WEB-EMPLOYEE,사내,WEB,인트라넷 공지,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사내"", ""WEB"", ""인트라넷 공지"", ""EMPLOYEE""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
v1,A-PHONE_NUMBER-WEB-PARTNER,사외,WEB,파트너 포털 공지,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""WEB"", ""파트너 포털 공지"", ""PARTNER""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""PARTNER"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
v1,A-PHONE_NUMBER-EMAIL-PUBLIC,사외,EMAIL,뉴스레터,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""EMAIL"", ""뉴스레터"", ""PUBLIC""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""PUBLIC"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
v1,A-PHONE_NUMBER-EMAIL-CUSTOMER,사외,EMAIL,고객 안내 메일,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""EMAIL"", ""고객 안내 메일"", ""CUSTOMER""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""CUSTOMER"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
v1,A-PHONE_NUMBER-EMAIL-EMPLOYEE,사내,EMAIL,사내 전체메일,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사내"", ""EMAIL"", ""사내 전체메일"", ""EMPLOYEE""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""EMPLOYEE"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
v1,A-PHONE_NUMBER-EMAIL-PARTNER,사외,EMAIL,협력사 공지 메일,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""EMAIL"", ""협력사 공지 메일"", ""PARTNER""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""PARTNER"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
v1,A-PHONE_NUMBER-PRESS-PUBLIC,사외,PRESS,보도자료,연락처: 010-1234-5678,연락처: 010-****-5678,"[{""entity_type"": ""PHONE_NUMBER"", ""action"": ""mask_partial"", ""params"": {""keep_last"": 4, ""separator"": ""-""}}]","[""사외"", ""PRESS"", ""보도자료"", ""PUBLIC""]",사외/사내 모두 모바일은 끝 4자리만,"{""audience"": ""PUBLIC"", ""recognizer"": ""PhoneRecognizer"", ""entity_type"": ""PHONE_NUMBER""}"
